GeneId	Symbol	#transcripts regulated	total #transcripts for gene	mean log2(fold change) of reg. trans.	min fold change of reg. trans.	max fold change of reg. trans.	fc stddev	min p_value	mean NE(treat.reg.)	stddev NE(treat.reg.)	mean NE(ctrl.reg.)	stddev NE(ctrl.reg.)	mean RPKM(treat.reg.)	stddev RPKM(treat.reg.)	mean RPKM(ctrl.reg.)	stddev RPKM(ctrl.reg.)
215772	9130014G24Rik	8	8	-3.862	-4.616	-3.285	0.519	5.71e-04	0.00030	0.000	0.00543	0.003	0.03355	0.016	0.69349	0.309
236312	Pyhin1	6	6	-3.859	-5.178	-2.870	0.891	8.32e-01	0.00031	0.000	0.00441	0.001	0.02752	0.018	0.43522	0.085
12124	Bik	3	3	-3.850	-3.857	-3.838	0.009	2.28e-01	0.00131	0.000	0.01566	0.000	0.11712	0.001	1.76974	0.009
20296	Ccl2	9	9	-3.845	-4.063	-3.594	0.144	1.00e+00	0.00031	0.000	0.00347	0.000	0.02814	0.004	0.41957	0.026
16763	Lad1	4	4	-3.838	-3.928	-3.566	0.157	7.65e-11	0.00223	0.000	0.03345	0.007	0.24892	0.012	3.73008	0.216
233274	Siglech	14	14	-3.797	-3.893	-3.700	0.085	1.00e+00	0.00011	0.000	0.00224	0.001	0.00994	0.010	0.27173	0.075
320749	D630041G03Rik	3	3	-3.776	-3.776	-3.776	0.000	2.13e-03	0.00067	0.000	0.00843	0.000	0.07236	0.000	1.03829	0.002
15953	Ifi47	5	5	-3.740	-3.744	-3.730	0.006	7.03e-04	0.00161	0.001	0.02286	0.010	0.14406	0.072	2.07190	0.901
12364	Casp12	13	13	-3.725	-4.800	-3.353	0.402	8.97e-01	0.00022	0.000	0.00326	0.001	0.02567	0.019	0.46320	0.102
319239	Npsr1	8	8	-3.705	-4.251	-1.700	0.913	1.00e+00	0.00011	0.000	0.00244	0.000	0.01743	0.020	0.24147	0.034
74075	Syce1	4	4	-3.700	-3.700	-3.700	0.000	1.00e+00	0.00013	0.000	0.00136	0.000	0.01126	0.007	0.20382	0.001
16181	Il1rn	24	25	-3.696	-5.537	-3.115	0.891	3.54e-01	0.00047	0.000	0.00590	0.002	0.04211	0.026	0.57256	0.149
232413	Clec12a	5	6	-3.694	-3.923	-3.009	0.396	8.45e-01	0.00025	0.000	0.00436	0.001	0.02194	0.012	0.44946	0.156
18542	Pcolce	17	17	-3.691	-4.038	-3.488	0.118	4.26e-32	0.02181	0.007	0.29545	0.082	2.43618	0.809	32.51808	9.672
11835	Ar	6	7	-3.686	-3.893	-3.478	0.208	1.00e+00	0.00002	0.000	0.00058	0.000	0.00160	0.003	0.05222	0.024
20671	Sox17	7	7	-3.682	-3.959	-3.103	0.355	3.53e-01	0.00028	0.000	0.00401	0.002	0.02511	0.019	0.35824	0.167
67580	Lrrc18	10	12	-3.681	-4.847	-1.478	1.023	1.00e+00	0.00018	0.000	0.00232	0.001	0.01593	0.006	0.20682	0.054
16874	Lhx6	13	15	-3.673	-3.800	-2.478	0.365	1.00e+00	0.00005	0.000	0.00103	0.000	0.00690	0.003	0.09207	0.018
269799	Clec4a1	3	3	-3.656	-3.952	-3.063	0.419	7.92e-01	0.00057	0.000	0.00551	0.001	0.05125	0.013	0.65852	0.036
327978	Slfn5	12	14	-3.654	-4.569	-2.166	0.800	2.36e-06	0.00111	0.001	0.01194	0.004	0.10431	0.118	1.07666	0.384
232345	A2m	3	3	-3.640	-3.806	-3.308	0.235	4.26e-32	0.00573	0.002	0.07995	0.038	0.70033	0.297	9.86187	4.916
100040462	Mndal	9	9	-3.635	-5.800	-0.893	1.325	2.86e-02	0.00041	0.000	0.00548	0.005	0.04165	0.044	0.64994	0.596
217593	Slc25a21	16	16	-3.634	-4.178	-0.478	0.909	1.00e+00	0.00014	0.000	0.00263	0.001	0.02413	0.016	0.36295	0.178
16194	Il6ra	6	6	-3.612	-4.063	-3.009	0.331	1.00e+00	0.00019	0.000	0.00319	0.001	0.02263	0.003	0.29138	0.054
14612	Gja4	3	3	-3.611	-3.613	-3.607	0.003	4.21e-04	0.00251	0.000	0.03210	0.000	0.22405	0.004	2.86748	0.042
22371	Vwf	28	28	-3.599	-3.937	-3.063	0.228	8.33e-10	0.00044	0.001	0.00691	0.005	0.04443	0.062	0.80647	0.564
545557	Gm12474	1	1	-3.594	-3.594	-3.594	0.000	1.00e+00	0.00017	0.000	0.00161	0.000	0.01556	0.000	0.19684	0.000
791308	Gm9933	3	3	-3.594	-3.594	-3.594	0.000	1.00e+00	0.00014	0.000	0.00180	0.000	0.01271	0.000	0.16076	0.000
100503819	Gm12454	4	4	-3.594	-3.594	-3.594	0.000	1.00e+00	0.00019	0.000	0.00269	0.000	0.01681	0.010	0.26531	0.031
72927	Hepacam	6	6	-3.594	-3.594	-3.594	0.000	1.00e+00	0.00004	0.000	0.00093	0.000	0.00368	0.004	0.09298	0.013
15360	Hmgcs2	8	8	-3.587	-3.816	-2.893	0.321	1.26e-01	0.00053	0.000	0.00557	0.001	0.05270	0.015	0.64695	0.109
246313	Prokr2	9	9	-3.582	-3.893	-3.244	0.255	8.91e-01	0.00016	0.000	0.00209	0.001	0.01463	0.011	0.20170	0.102
667370	I830012O16Rik	7	7	-3.570	-3.621	-3.502	0.059	4.98e-02	0.00110	0.000	0.01365	0.001	0.09830	0.010	1.21922	0.068
60440	Iigp1	7	10	-3.568	-3.763	-3.215	0.224	2.57e-05	0.00174	0.000	0.02155	0.001	0.15569	0.018	1.92528	0.106
17112	Tm4sf1	9	9	-3.566	-4.330	-3.215	0.306	6.53e-03	0.00136	0.001	0.01772	0.006	0.16325	0.081	1.93158	0.766
71326	Treml1	4	4	-3.565	-3.594	-3.478	0.050	1.00e+00	0.00020	0.000	0.00198	0.000	0.01778	0.000	0.22050	0.007
16197	Il7r	9	9	-3.554	-4.285	-3.089	0.418	1.48e-01	0.00038	0.000	0.00419	0.002	0.03370	0.027	0.44531	0.215
19204	Ptafr	3	3	-3.516	-3.981	-2.644	0.617	4.68e-01	0.00062	0.000	0.00668	0.000	0.05539	0.025	0.60663	0.017
319744	E230020D15Rik	3	3	-3.478	-3.478	-3.478	0.000	1.00e+00	0.00002	0.000	0.00077	0.000	0.00178	0.003	0.06841	0.030
433801	Gm13212	2	4	-3.473	-3.594	-3.353	0.121	1.00e+00	0.00009	0.000	0.00095	0.000	0.00744	0.001	0.08549	0.008
240327	Gm4951	4	5	-3.453	-3.566	-3.115	0.195	9.45e-01	0.00039	0.000	0.00442	0.000	0.03436	0.002	0.39460	0.028
20299	Ccl22	7	7	-3.408	-3.594	-2.478	0.416	1.00e+00	0.00039	0.000	0.00419	0.001	0.03432	0.018	0.39288	0.103
12182	Bst1	8	8	-3.397	-3.537	-3.063	0.176	1.00e+00	0.00035	0.000	0.00344	0.001	0.03699	0.015	0.50551	0.121
14727	Gp49a	16	16	-3.362	-4.863	-2.921	0.482	2.46e-05	0.00115	0.000	0.01387	0.002	0.14214	0.049	1.44099	0.290
12051	Bcl3	9	9	-3.360	-4.097	-2.594	0.362	2.02e-04	0.00220	0.001	0.02232	0.008	0.22128	0.059	2.47098	0.838
13076	Cyp1a1	4	4	-3.353	-3.353	-3.353	0.000	1.00e+00	0.00009	0.000	0.00063	0.000	0.00825	0.000	0.08821	0.001
626832	Gm6710	1	6	-3.353	-3.353	-3.353	0.000	1.00e+00	0.00004	0.000	0.00023	0.000	0.00579	0.000	0.06191	0.000
228413	Prrg4	7	8	-3.353	-3.353	-3.353	0.000	1.00e+00	0.00004	0.000	0.00085	0.000	0.00336	0.004	0.07619	0.017
23960	Oas1g	5	5	-3.353	-3.353	-3.353	0.000	1.00e+00	0.00006	0.000	0.00201	0.001	0.00570	0.011	0.19530	0.068
791400	B430203G13Rik	2	2	-3.353	-3.353	-3.353	0.000	1.00e+00	0.00018	0.000	0.00191	0.000	0.01594	0.000	0.17055	0.000
211482	Efhb	6	6	-3.353	-3.353	-3.353	0.000	1.00e+00	0.00001	0.000	0.00086	0.000	0.00101	0.002	0.08424	0.012
78416	Rnase6	4	4	-3.353	-3.353	-3.353	0.000	1.00e+00	0.00003	0.000	0.00149	0.000	0.00224	0.004	0.15104	0.034
73768	4833417J16Rik	1	1	-3.353	-3.353	-3.353	0.000	1.00e+00	0.00022	0.000	0.00233	0.000	0.01943	0.000	0.20790	0.000
16411	Itgax	7	7	-3.328	-3.814	-3.222	0.199	2.74e-11	0.00290	0.001	0.02985	0.007	0.37283	0.101	3.79570	0.794
73634	1700125H20Rik	5	6	-3.325	-3.353	-3.215	0.055	1.00e+00	0.00033	0.000	0.00290	0.001	0.02947	0.006	0.30788	0.055
77125	Il33	9	10	-3.323	-3.873	-3.170	0.275	4.78e-07	0.00359	0.001	0.03479	0.009	0.37164	0.102	3.76483	0.733
171166	Mcoln3	8	8	-3.308	-3.308	-3.308	0.000	1.00e+00	0.00013	0.000	0.00215	0.001	0.01152	0.012	0.23925	0.086
244209	Cyp2r1	9	9	-3.306	-3.751	-2.518	0.436	1.00e+00	0.00061	0.000	0.00478	0.001	0.05484	0.014	0.55723	0.079
623121	Pydc4	8	8	-3.299	-3.800	-3.215	0.205	1.00e+00	0.00008	0.000	0.00099	0.000	0.00766	0.003	0.09785	0.026
76690	1500037F05Rik	1	1	-3.285	-3.285	-3.285	0.000	1.00e+00	0.00058	0.000	0.00589	0.000	0.05150	0.000	0.52609	0.000
66864	Clec14a	9	9	-3.277	-3.904	-3.072	0.295	1.56e-02	0.00116	0.000	0.01191	0.003	0.10388	0.017	1.06435	0.224
14013	Mecom	17	23	-3.272	-4.285	-2.556	0.673	9.41e-01	0.00019	0.000	0.00157	0.001	0.01922	0.019	0.17337	0.098
432555	Gm5431	8	8	-3.271	-3.700	-3.063	0.200	1.00e+00	0.00006	0.000	0.00092	0.000	0.00568	0.003	0.08260	0.013
11754	Aoc3	4	4	-3.260	-3.700	-2.819	0.441	7.58e-01	0.00043	0.000	0.00385	0.000	0.03871	0.011	0.37210	0.004
15450	Lipc	6	6	-3.215	-3.215	-3.215	0.000	1.00e+00	0.00011	0.000	0.00083	0.000	0.01015	0.005	0.11960	0.006
328968	E330013P06	2	2	-3.215	-3.215	-3.215	0.000	1.00e+00	0.00009	0.000	0.00094	0.001	0.00806	0.008	0.08443	0.072
75905	4930578C19Rik	4	9	-3.215	-3.215	-3.215	0.000	1.00e+00	0.00005	0.000	0.00056	0.000	0.00469	0.003	0.04962	0.019
12613	Cel	4	6	-3.215	-3.215	-3.215	0.000	1.00e+00	0.00012	0.000	0.00116	0.000	0.01066	0.000	0.10371	0.001
50778	Rgs1	15	15	-3.169	-3.215	-2.959	0.068	8.58e-01	0.00081	0.000	0.00694	0.003	0.07194	0.030	0.71477	0.244
279572	Tlr13	4	5	-3.151	-3.182	-3.063	0.051	2.82e-03	0.00128	0.000	0.01168	0.001	0.11413	0.005	1.06413	0.078
93695	Gpnmb	24	24	-3.142	-3.412	-3.024	0.065	4.26e-32	0.05650	0.020	0.51316	0.181	6.13045	2.147	56.92805	19.637
228151	4833423E24Rik	3	4	-3.123	-3.353	-3.009	0.162	1.00e+00	0.00031	0.000	0.00181	0.000	0.02796	0.001	0.25543	0.016
68854	Asb11	9	9	-3.120	-3.800	-1.215	1.025	1.00e+00	0.00020	0.000	0.00143	0.001	0.01826	0.004	0.18028	0.063
20716	Serpina3n	2	2	-3.112	-3.112	-3.112	0.000	4.05e-02	0.00189	0.000	0.01588	0.000	0.16902	0.001	1.53128	0.008
109032	Sp110	10	10	-3.111	-3.417	-2.800	0.180	1.00e+00	0.00039	0.000	0.00319	0.001	0.03500	0.018	0.32807	0.146
20302	Ccl3	10	10	-3.100	-3.199	-2.913	0.074	3.18e-01	0.00206	0.000	0.01912	0.004	0.23706	0.055	2.11010	0.423
100165	AI507597	5	5	-3.095	-3.353	-2.353	0.388	1.00e+00	0.00034	0.000	0.00299	0.000	0.03088	0.009	0.26678	0.018
99899	Ifi44	12	13	-3.080	-3.893	-1.768	0.737	2.66e-01	0.00044	0.000	0.00542	0.002	0.03986	0.027	0.59966	0.239
242341	Atp6v0d2	10	10	-3.072	-3.385	-2.866	0.208	4.83e-05	0.00377	0.001	0.03180	0.004	0.39383	0.060	3.44819	0.428
100043871	Gm4701	2	2	-3.063	-3.063	-3.063	0.000	1.00e+00	0.00028	0.000	0.00248	0.000	0.02531	0.002	0.22159	0.015
170761	Pdzd3	3	3	-3.063	-3.063	-3.063	0.000	1.00e+00	0.00011	0.000	0.00077	0.000	0.01006	0.000	0.08810	0.000
18095	Nkx3-1	3	3	-3.063	-3.063	-3.063	0.000	1.00e+00	0.00023	0.000	0.00204	0.000	0.02081	0.000	0.18215	0.001
74090	Paqr5	9	9	-3.063	-3.063	-3.063	0.000	1.00e+00	0.00005	0.000	0.00066	0.000	0.00425	0.003	0.05932	0.011
100503954	Gm12462	4	4	-3.063	-3.063	-3.063	0.000	1.00e+00	0.00008	0.000	0.00070	0.000	0.00717	0.000	0.06277	0.000
20284	Scrg1	3	3	-3.063	-3.063	-3.063	0.000	1.00e+00	0.00113	0.000	0.00881	0.001	0.10113	0.010	0.88542	0.089
435528	Glyatl3	2	2	-3.063	-3.063	-3.063	0.000	1.00e+00	0.00028	0.000	0.00228	0.000	0.02510	0.000	0.21979	0.000
54167	Icos	4	4	-3.063	-3.063	-3.063	0.000	1.00e+00	0.00006	0.000	0.00064	0.000	0.00506	0.003	0.05750	0.003
21956	Tnnt2	21	21	-3.051	-3.183	-1.285	0.430	3.35e-02	0.00138	0.001	0.01034	0.003	0.15903	0.078	1.47270	0.454
474332	Dnm3os	5	9	-3.049	-3.478	-2.616	0.307	1.00e+00	0.00022	0.000	0.00187	0.000	0.01943	0.005	0.16752	0.031
16803	Lbp	6	6	-3.033	-3.893	-2.173	0.860	1.00e+00	0.00016	0.000	0.00165	0.000	0.02478	0.026	0.21975	0.052
12523	Cd84	14	14	-3.031	-3.981	-2.074	0.824	3.94e-03	0.00297	0.003	0.01765	0.011	0.30813	0.259	1.88495	1.255
75444	1700011I03Rik	3	4	-3.027	-3.594	-1.893	0.802	1.00e+00	0.00009	0.000	0.00148	0.000	0.03078	0.012	0.24907	0.044
668139	Gm8995	6	6	-3.021	-4.981	-2.122	1.141	4.58e-01	0.00038	0.000	0.00257	0.001	0.03414	0.037	0.23492	0.128
545030	Wdfy4	5	7	-3.019	-3.278	-2.674	0.244	2.35e-01	0.00044	0.000	0.00284	0.001	0.03971	0.024	0.30837	0.139
76212	6530403M18Rik	1	1	-3.009	-3.009	-3.009	0.000	1.00e+00	0.00053	0.000	0.00450	0.000	0.04768	0.000	0.40196	0.000
768252	Foxl2os	2	2	-3.007	-4.215	-1.800	1.208	1.00e+00	0.00030	0.000	0.00153	0.000	0.02703	0.020	0.15458	0.017
12268	C4b	10	10	-2.999	-4.009	-2.319	0.414	4.91e-04	0.00125	0.001	0.01000	0.003	0.14542	0.055	1.15968	0.288
69655	Cd164l2	8	8	-2.995	-3.417	-2.700	0.239	1.00e+00	0.00066	0.000	0.00424	0.001	0.05879	0.010	0.49008	0.077
170757	Eltd1	5	5	-2.993	-3.404	-2.636	0.316	8.10e-06	0.00333	0.001	0.02351	0.003	0.33825	0.093	2.72496	0.421
16790	Anpep	10	10	-2.991	-3.166	-2.353	0.256	5.92e-04	0.00155	0.000	0.01284	0.002	0.18703	0.033	1.56207	0.251
100862482	LOC100862482	1	1	-2.970	-2.970	-2.970	0.000	8.98e-02	0.00516	0.000	0.04484	0.000	0.51947	0.000	4.26384	0.000
20928	Abcc9	12	12	-2.953	-4.215	-2.258	0.426	8.92e-04	0.00115	0.000	0.00821	0.002	0.11308	0.039	0.87154	0.115
100504490	Gm20252	2	2	-2.946	-2.946	-2.946	0.000	5.38e-01	0.00409	0.000	0.03916	0.000	0.52303	0.000	4.22313	0.000
12739	Cldn3	7	7	-2.941	-3.215	-2.215	0.355	1.00e+00	0.00018	0.000	0.00168	0.000	0.01609	0.007	0.14983	0.018
434484	Sp140	6	8	-2.941	-3.700	-2.648	0.441	1.00e+00	0.00020	0.000	0.00254	0.000	0.02344	0.017	0.26707	0.060
17067	Ly6c1	8	8	-2.941	-3.700	-2.700	0.333	1.00e+00	0.00118	0.001	0.00896	0.005	0.10583	0.066	0.79995	0.414
17313	Mgp	5	5	-2.932	-2.932	-2.932	0.000	1.56e-03	0.00910	0.000	0.08079	0.000	1.17232	0.001	9.37304	0.006
15945	Cxcl10	23	23	-2.906	-3.937	-2.156	0.282	6.01e-01	0.00176	0.001	0.01511	0.003	0.19236	0.059	1.49197	0.302
239591	Ttll8	16	16	-2.898	-3.893	-0.893	1.247	1.00e+00	0.00019	0.000	0.00094	0.000	0.01730	0.022	0.11902	0.036
12062	Bdkrb2	4	4	-2.897	-3.215	-2.262	0.449	1.00e+00	0.00034	0.000	0.00297	0.001	0.03038	0.025	0.26538	0.052
28250	Slco1a4	5	7	-2.895	-3.478	-2.700	0.337	1.00e+00	0.00011	0.000	0.00114	0.000	0.00990	0.005	0.10538	0.035
258922	Olfr267	2	2	-2.893	-2.893	-2.893	0.000	1.00e+00	0.00026	0.000	0.00202	0.000	0.02324	0.000	0.18086	0.000
77435	9430076D03Rik	1	1	-2.893	-2.893	-2.893	0.000	1.00e+00	0.00025	0.000	0.00195	0.000	0.02241	0.000	0.17439	0.000
18356	Olfr56	5	5	-2.893	-2.893	-2.893	0.000	1.00e+00	0.00002	0.000	0.00033	0.000	0.00158	0.003	0.03886	0.011
100503834	Gm19916	2	2	-2.893	-2.893	-2.893	0.000	1.00e+00	0.00035	0.000	0.00254	0.000	0.03131	0.000	0.24365	0.000
14663	Glycam1	3	3	-2.893	-2.893	-2.893	0.000	1.00e+00	0.00157	0.000	0.00993	0.000	0.14026	0.000	1.09154	0.000
100504464	E230016K23Rik	5	5	-2.893	-2.893	-2.893	0.000	1.00e+00	0.00009	0.000	0.00055	0.000	0.00805	0.004	0.08245	0.008
654462	Kncn	3	3	-2.893	-2.893	-2.893	0.000	1.00e+00	0.00005	0.000	0.00099	0.000	0.00491	0.007	0.12791	0.009
269328	Muc15	8	8	-2.893	-2.893	-2.893	0.000	1.00e+00	0.00002	0.000	0.00047	0.000	0.00502	0.004	0.04444	0.025
69862	1810064F22Rik	4	4	-2.893	-2.893	-2.893	0.000	1.00e+00	0.00006	0.000	0.00081	0.000	0.00476	0.005	0.07219	0.012
72079	2010013B24Rik	1	1	-2.893	-2.893	-2.893	0.000	1.00e+00	0.00033	0.000	0.00256	0.000	0.02934	0.000	0.22832	0.000
70987	4931413K12Rik	1	2	-2.893	-2.893	-2.893	0.000	1.00e+00	0.00019	0.000	0.00149	0.000	0.01709	0.000	0.13304	0.000
14234	Foxc2	4	4	-2.893	-2.893	-2.893	0.000	1.00e+00	0.00009	0.000	0.00070	0.000	0.00805	0.000	0.06265	0.000
77062	5330422M15Rik	1	1	-2.893	-2.893	-2.893	0.000	1.00e+00	0.00019	0.000	0.00145	0.000	0.01659	0.000	0.12911	0.000
433456	4631405J19Rik	1	1	-2.893	-2.893	-2.893	0.000	1.00e+00	0.00008	0.000	0.00066	0.000	0.00753	0.000	0.05863	0.000
100503650	Gm11721	4	4	-2.893	-2.893	-2.893	0.000	1.00e+00	0.00010	0.000	0.00081	0.000	0.00932	0.000	0.07247	0.000
100042371	Gm3807	1	1	-2.893	-2.893	-2.893	0.000	1.00e+00	0.00021	0.000	0.00163	0.000	0.01876	0.000	0.14602	0.000
100041089	Gm3134	2	2	-2.893	-2.893	-2.893	0.000	1.00e+00	0.00031	0.000	0.00200	0.000	0.02795	0.000	0.21754	0.000
434218	Trim34b	2	2	-2.893	-2.893	-2.893	0.000	1.00e+00	0.00010	0.000	0.00050	0.000	0.01248	0.002	0.09715	0.014
442817	C130046B21Rik	1	1	-2.893	-2.893	-2.893	0.000	1.00e+00	0.00007	0.000	0.00058	0.000	0.00667	0.000	0.05189	0.000
78154	4930430O22Rik	2	2	-2.893	-2.893	-2.893	0.000	1.00e+00	0.00092	0.000	0.00711	0.000	0.08163	0.000	0.63522	0.002
217304	Cd300lb	10	10	-2.891	-3.095	-1.800	0.446	1.00e+00	0.00032	0.000	0.00265	0.001	0.02869	0.019	0.24761	0.127
16414	Itgb2	9	9	-2.883	-2.943	-2.818	0.038	3.10e-06	0.00401	0.000	0.03237	0.001	0.46163	0.012	3.56676	0.065
56644	Clec7a	2	2	-2.880	-2.889	-2.871	0.009	6.55e-08	0.00829	0.000	0.06180	0.000	0.78492	0.006	6.05240	0.009
228576	Mall	4	4	-2.874	-3.063	-2.308	0.327	1.00e+00	0.00044	0.000	0.00327	0.000	0.03918	0.010	0.29215	0.003
16816	Lcat	4	4	-2.873	-2.873	-2.873	0.000	9.48e-03	0.00456	0.000	0.03139	0.000	0.43980	0.004	3.37521	0.030
20750	Spp1	27	27	-2.869	-3.432	-2.805	0.142	1.18e-30	0.30211	0.086	2.20151	0.583	30.88696	7.625	231.12512	51.997
21824	Thbd	5	5	-2.868	-2.875	-2.847	0.012	6.63e-01	0.00058	0.000	0.00519	0.001	0.05161	0.027	0.46389	0.081
333048	Tmem211	6	6	-2.868	-3.215	-1.478	0.695	1.00e+00	0.00014	0.000	0.00101	0.000	0.01248	0.008	0.10668	0.015
12775	Ccr7	7	7	-2.867	-3.700	-2.700	0.373	1.00e+00	0.00020	0.000	0.00177	0.000	0.01758	0.008	0.15810	0.013
407814	BC053393	6	6	-2.864	-3.141	-1.478	0.620	1.00e+00	0.00024	0.000	0.00204	0.001	0.02147	0.003	0.18215	0.062
229687	Chi3l7	4	4	-2.851	-3.063	-2.215	0.367	1.00e+00	0.00018	0.000	0.00082	0.000	0.01644	0.002	0.12466	0.018
54598	Calcrl	7	7	-2.830	-3.952	-2.443	0.648	7.02e-01	0.00041	0.000	0.00241	0.002	0.03685	0.035	0.29329	0.188
15957	Ifit1	20	20	-2.824	-2.868	-2.740	0.056	7.11e-05	0.00507	0.000	0.03744	0.001	0.45337	0.018	3.36234	0.075
230766	Fam167b	4	4	-2.818	-2.893	-2.594	0.130	1.00e+00	0.00057	0.000	0.00418	0.000	0.05086	0.006	0.37361	0.009
18413	Osm	5	5	-2.811	-3.063	-2.478	0.246	1.00e+00	0.00009	0.000	0.00108	0.000	0.00756	0.007	0.09618	0.016
100294714	Gm15983	1	1	-2.810	-2.810	-2.810	0.000	9.84e-03	0.00123	0.000	0.01058	0.000	0.13202	0.000	0.96986	0.000
381232	5830416P10Rik	5	8	-2.801	-3.594	-1.215	1.121	1.00e+00	0.00008	0.000	0.00048	0.000	0.00730	0.010	0.04963	0.025
622408	Gm6320	4	4	-2.800	-2.800	-2.800	0.000	1.00e+00	0.00016	0.000	0.00122	0.000	0.01397	0.008	0.11643	0.034
64706	Scube1	8	8	-2.797	-3.108	-1.893	0.365	3.70e-15	0.00510	0.002	0.04186	0.021	0.52063	0.225	4.19011	2.120
14580	Gfap	7	7	-2.795	-2.869	-2.720	0.064	9.87e-24	0.03611	0.019	0.25962	0.126	4.06550	1.664	29.13345	11.084
12332	Capg	20	20	-2.779	-3.353	-2.488	0.157	6.76e-04	0.00587	0.002	0.04216	0.010	0.67167	0.172	4.75907	1.127
66605	1700017N19Rik	4	4	-2.774	-3.215	-1.893	0.623	1.00e+00	0.00012	0.000	0.00079	0.000	0.00998	0.006	0.08417	0.043
