GeneId	Symbol	#transcripts regulated	total #transcripts for gene	mean log2(fold change) of reg. trans.	min fold change of reg. trans.	max fold change of reg. trans.	fc stddev	min p_value	mean NE(treat.reg.)	stddev NE(treat.reg.)	mean NE(ctrl.reg.)	stddev NE(ctrl.reg.)	mean RPKM(treat.reg.)	stddev RPKM(treat.reg.)	mean RPKM(ctrl.reg.)	stddev RPKM(ctrl.reg.)
327957	A430084P05Rik	4	4	-3.270	-3.336	-3.073	0.114	6.74e-01	0.00111	0.000	0.01171	0.000	0.12907	0.019	1.30233	0.083
74306	Prss46	5	5	-3.265	-3.673	-3.163	0.204	9.08e-01	0.00109	0.000	0.00898	0.001	0.09640	0.007	0.97741	0.071
13730	Emp1	14	14	-3.247	-4.347	-3.159	0.305	1.38e-14	0.02855	0.008	0.27280	0.076	2.71922	0.755	25.68245	7.094
12772	Ccr2	10	10	-3.213	-3.578	-2.903	0.197	1.03e-02	0.00112	0.000	0.01071	0.003	0.09911	0.035	0.94564	0.289
15019	H2-Q8	2	2	-3.211	-3.211	-3.211	0.000	2.85e-01	0.00168	0.000	0.01781	0.000	0.16962	0.000	1.65697	0.001
380839	Serpinb1c	3	3	-3.200	-3.404	-2.996	0.204	1.00e+00	0.00045	0.000	0.00443	0.002	0.04023	0.032	0.45739	0.172
327799	Usp44	5	6	-3.194	-3.288	-3.163	0.054	1.00e+00	0.00008	0.000	0.00083	0.000	0.00709	0.004	0.07729	0.019
78902	4833447P13Rik	3	3	-3.182	-3.511	-2.873	0.261	1.00e+00	0.00013	0.000	0.00128	0.000	0.01181	0.002	0.11313	0.017
19700	Rem1	8	8	-3.168	-4.288	-0.873	1.480	1.00e+00	0.00021	0.000	0.00191	0.001	0.01808	0.009	0.21696	0.113
666581	Gm13151	1	2	-3.163	-3.163	-3.163	0.000	1.00e+00	0.00010	0.000	0.00096	0.000	0.00896	0.000	0.08464	0.000
20278	Scnn1g	5	5	-3.163	-3.163	-3.163	0.000	1.00e+00	0.00008	0.000	0.00183	0.000	0.01386	0.007	0.17890	0.031
67664	Rnf125	6	6	-3.163	-3.163	-3.163	0.000	1.00e+00	0.00028	0.000	0.00383	0.000	0.02491	0.018	0.35486	0.039
74748	Slamf8	6	6	-3.162	-3.206	-3.096	0.054	6.16e-01	0.00065	0.000	0.00672	0.003	0.06911	0.033	0.65443	0.288
216799	Nlrp3	7	7	-3.136	-3.244	-3.073	0.071	8.28e-02	0.00064	0.000	0.00722	0.001	0.06740	0.028	0.68819	0.101
244237	Tnfrsf26	4	4	-3.131	-3.362	-3.054	0.133	1.68e-01	0.00073	0.000	0.00700	0.000	0.07774	0.007	0.71511	0.013
12964	Cryga	4	4	-3.121	-3.249	-2.755	0.211	5.19e-07	0.01735	0.007	0.17011	0.080	1.66276	0.692	16.26469	7.511
14811	Grin2a	10	10	-3.120	-3.511	-2.610	0.398	1.00e+00	0.00005	0.000	0.00044	0.000	0.00409	0.004	0.04434	0.021
14293	Fpr1	3	3	-3.117	-3.163	-3.025	0.065	1.00e+00	0.00021	0.000	0.00198	0.000	0.01901	0.000	0.17414	0.007
11468	Actg2	9	9	-3.112	-3.404	-2.404	0.398	1.00e+00	0.00051	0.000	0.00319	0.001	0.04561	0.013	0.41448	0.085
56857	Slc37a2	11	11	-3.107	-3.156	-2.951	0.052	2.29e-13	0.01431	0.003	0.13503	0.028	1.66736	0.247	15.20088	2.455
64406	Sp5	3	3	-3.105	-3.105	-3.105	0.000	5.60e-01	0.00094	0.000	0.00849	0.000	0.08361	0.000	0.75913	0.001
12266	C3	5	5	-3.103	-4.175	-2.719	0.539	9.14e-11	0.00817	0.003	0.07380	0.010	1.12353	0.407	9.37330	1.271
75345	Slamf7	9	9	-3.103	-3.169	-2.897	0.080	1.01e-04	0.00276	0.000	0.02558	0.003	0.28548	0.039	2.58478	0.340
330096	Shisa3	4	6	-3.102	-3.372	-2.540	0.328	1.72e-01	0.00057	0.000	0.00669	0.001	0.06657	0.011	0.59701	0.046
16365	Irg1	12	12	-3.100	-3.111	-2.985	0.035	1.63e-02	0.00197	0.000	0.01881	0.002	0.19577	0.023	1.76902	0.184
72531	2610317O13Rik	1	1	-3.096	-3.096	-3.096	0.000	1.00e+00	0.00051	0.000	0.00459	0.000	0.04495	0.000	0.40535	0.000
17079	Cd180	6	6	-3.094	-3.195	-3.052	0.048	3.21e-11	0.01584	0.006	0.14007	0.055	1.44211	0.549	12.83800	4.800
14064	F2rl2	4	4	-3.090	-3.163	-2.873	0.125	1.00e+00	0.00013	0.000	0.00115	0.000	0.01142	0.002	0.10141	0.009
245126	Tarm1	6	6	-3.088	-3.404	-3.025	0.141	1.00e+00	0.00028	0.000	0.00152	0.000	0.02507	0.004	0.22257	0.020
19217	Ptger2	8	8	-3.084	-3.268	-2.181	0.348	5.30e-01	0.00064	0.000	0.00565	0.001	0.05621	0.013	0.50550	0.127
12967	Crygd	4	4	-3.081	-3.145	-2.944	0.081	5.42e-05	0.01373	0.005	0.11595	0.048	1.25178	0.470	11.41131	4.537
14262	Fmo3	6	6	-3.081	-3.288	-2.873	0.208	1.00e+00	0.00017	0.000	0.00149	0.000	0.02365	0.003	0.21199	0.035
434223	Gm1966	9	10	-3.074	-3.458	-2.163	0.378	2.76e-01	0.00030	0.000	0.00269	0.001	0.02675	0.008	0.23710	0.062
70550	5730416F02Rik	3	3	-3.046	-3.046	-3.046	0.000	6.44e-01	0.00226	0.000	0.01975	0.002	0.20009	0.023	1.74295	0.196
12524	Cd86	10	10	-3.038	-3.610	-2.195	0.438	6.27e-04	0.00284	0.002	0.02044	0.013	0.29395	0.181	2.23558	1.424
14089	Fap	15	15	-3.033	-4.227	-1.703	0.570	1.00e+00	0.00021	0.000	0.00172	0.001	0.02480	0.013	0.25002	0.079
100505331	LOC100505331	1	1	-3.025	-3.025	-3.025	0.000	6.73e-01	0.00447	0.000	0.03776	0.000	0.39599	0.000	3.40082	0.000
53876	Ear3	1	1	-3.025	-3.025	-3.025	0.000	1.00e+00	0.00120	0.000	0.01035	0.000	0.10641	0.000	0.91390	0.000
100502774	Gm19363	2	2	-3.025	-3.025	-3.025	0.000	1.00e+00	0.00068	0.000	0.00570	0.000	0.05981	0.000	0.51366	0.000
503845	Ear12	1	1	-3.025	-3.025	-3.025	0.000	1.00e+00	0.00120	0.000	0.01035	0.000	0.10641	0.000	0.91390	0.000
70133	2210406H18Rik	1	1	-3.025	-3.025	-3.025	0.000	1.00e+00	0.00052	0.000	0.00446	0.000	0.04581	0.000	0.39346	0.000
73708	Dppa3	6	6	-3.025	-3.025	-3.025	0.000	1.00e+00	0.00037	0.000	0.00253	0.000	0.03247	0.002	0.27885	0.018
619301	G630016D24Rik	1	5	-3.025	-3.025	-3.025	0.000	1.00e+00	0.00130	0.000	0.00895	0.000	0.11496	0.000	0.98726	0.000
217305	Cd300ld	4	4	-3.012	-3.043	-2.994	0.020	8.18e-04	0.00354	0.000	0.02648	0.002	0.31330	0.011	2.66562	0.085
20293	Ccl12	5	5	-2.996	-3.002	-2.974	0.011	5.11e-03	0.01170	0.000	0.09334	0.001	1.17651	0.012	9.90383	0.042
100043636	AI662270	6	6	-2.994	-3.073	-2.873	0.075	2.10e-02	0.00361	0.001	0.02802	0.008	0.31932	0.077	2.71451	0.745
320981	Enpp6	11	11	-2.993	-3.629	-2.511	0.309	3.07e-01	0.00070	0.000	0.00499	0.001	0.06207	0.025	0.52518	0.121
71934	Car13	13	13	-2.970	-3.667	-2.853	0.211	1.09e-01	0.00189	0.000	0.01385	0.001	0.18157	0.010	1.51238	0.223
18793	Plaur	9	9	-2.952	-3.057	-2.920	0.041	1.30e-06	0.01253	0.000	0.10102	0.005	1.33576	0.047	10.90776	0.522
100504712	Gm20367	5	5	-2.946	-2.982	-2.906	0.030	2.77e-04	0.03030	0.005	0.24745	0.043	2.68288	0.445	21.84117	3.806
242341	Atp6v0d2	10	10	-2.939	-3.046	-2.887	0.055	2.02e-12	0.03380	0.005	0.27464	0.029	3.80484	0.446	30.79690	3.873
56620	Clec4n	11	11	-2.934	-2.963	-2.897	0.029	1.37e-05	0.01081	0.001	0.08921	0.005	1.15471	0.066	9.30476	0.473
545030	Wdfy4	6	7	-2.933	-3.096	-2.808	0.086	4.63e-05	0.00146	0.001	0.01119	0.004	0.17083	0.059	1.36212	0.427
269799	Clec4a1	3	3	-2.916	-3.200	-2.774	0.201	1.97e-01	0.00229	0.000	0.01520	0.000	0.22253	0.027	1.75822	0.025
212032	Hk3	30	30	-2.914	-5.227	-2.506	0.593	1.21e-07	0.00892	0.003	0.06139	0.017	1.05760	0.363	7.48005	1.754
18725	Pira2	7	7	-2.913	-2.913	-2.913	0.000	1.00e+00	0.00035	0.000	0.00262	0.001	0.03135	0.015	0.26994	0.085
20259	Scin	9	9	-2.911	-3.458	-2.658	0.225	1.00e+00	0.00028	0.000	0.00234	0.000	0.03462	0.005	0.27221	0.018
22445	Xlr3a	6	8	-2.896	-3.163	-2.381	0.335	1.00e+00	0.00038	0.000	0.00202	0.001	0.03381	0.023	0.26828	0.133
171504	Apobr	7	7	-2.887	-3.248	-2.631	0.274	2.39e-03	0.00264	0.001	0.01948	0.004	0.25622	0.064	1.95284	0.301
245525	Hsf3	6	6	-2.887	-3.163	-2.703	0.225	1.00e+00	0.00012	0.000	0.00094	0.000	0.01006	0.005	0.10613	0.032
