GeneId	Symbol	#transcripts regulated	total #transcripts for gene	mean log2(fold change) of reg. trans.	min fold change of reg. trans.	max fold change of reg. trans.	fc stddev	min p_value	mean NE(treat.reg.)	stddev NE(treat.reg.)	mean NE(ctrl.reg.)	stddev NE(ctrl.reg.)	mean RPKM(treat.reg.)	stddev RPKM(treat.reg.)	mean RPKM(ctrl.reg.)	stddev RPKM(ctrl.reg.)
100504078	Gm20049	2	2	3.104	3.104	3.104	0.000	1.00e+00	0.00159	0.000	0.00020	0.000	0.14079	0.000	0.01727	0.000
14663	Glycam1	3	3	2.997	2.997	2.997	0.000	1.17e-01	0.03639	0.000	0.00468	0.000	4.17003	0.000	0.55097	0.000
435391	Dupd1	3	3	2.997	2.997	2.997	0.000	1.00e+00	0.00334	0.000	0.00044	0.000	0.29599	0.001	0.03911	0.000
545403	LOC545403	2	2	2.958	2.619	3.297	0.339	1.00e+00	0.00152	0.001	0.00024	0.000	0.13420	0.062	0.02072	0.013
20890	Wnt8a	2	2	2.882	2.882	2.882	0.000	1.00e+00	0.00104	0.000	0.00007	0.000	0.09255	0.006	0.00617	0.006
434729	Gm5635	2	2	2.882	2.882	2.882	0.000	1.00e+00	0.00232	0.000	0.00033	0.000	0.20513	0.000	0.02936	0.000
100503759	Gm5084	3	3	2.882	2.882	2.882	0.000	1.00e+00	0.00060	0.000	0.00005	0.000	0.05282	0.016	0.00398	0.003
319805	C130073E24Rik	1	2	2.882	2.882	2.882	0.000	1.00e+00	0.00052	0.000	0.00007	0.000	0.04602	0.000	0.00659	0.000
414089	Gja6	5	5	2.882	2.882	2.882	0.000	1.00e+00	0.00084	0.000	0.00012	0.000	0.07486	0.001	0.01072	0.000
414106	4930417H01Rik	1	3	2.882	2.882	2.882	0.000	1.00e+00	0.00194	0.000	0.00027	0.000	0.25703	0.000	0.03679	0.000
320813	A630078A22Rik	2	2	2.882	2.882	2.882	0.000	1.00e+00	0.00049	0.000	0.00006	0.000	0.04407	0.021	0.00464	0.005
71860	Wdr16	1	8	2.882	2.882	2.882	0.000	1.00e+00	0.00180	0.000	0.00039	0.000	0.23905	0.000	0.03422	0.000
625029	Vmn2r83	2	2	2.882	2.882	2.882	0.000	1.00e+00	0.00065	0.000	0.00009	0.000	0.05777	0.000	0.00827	0.000
77800	4933406J10Rik	3	4	2.882	2.882	2.882	0.000	1.00e+00	0.00140	0.000	0.00025	0.000	0.15498	0.002	0.02218	0.000
110385	Pde4c	9	9	2.825	2.297	3.882	0.747	1.00e+00	0.00107	0.000	0.00015	0.000	0.11241	0.016	0.01322	0.012
74579	4833419E13Rik	1	1	2.756	2.756	2.756	0.000	1.00e+00	0.00215	0.000	0.00034	0.000	0.19024	0.000	0.02971	0.000
100502598	Gm19273	2	2	2.756	2.756	2.756	0.000	1.00e+00	0.00991	0.000	0.00155	0.000	0.87791	0.000	0.13709	0.000
215456	Gpat2	5	5	2.694	1.297	3.297	0.711	1.00e+00	0.00137	0.000	0.00028	0.000	0.15893	0.046	0.02447	0.003
68224	1700067P10Rik	5	5	2.671	2.619	2.882	0.105	1.00e+00	0.00554	0.000	0.00092	0.000	0.49004	0.018	0.08127	0.005
100862313	LOC100862313	2	2	2.647	2.647	2.647	0.000	2.36e-01	0.06303	0.000	0.01065	0.000	5.58112	0.000	0.93984	0.000
226999	Slc9a2	5	6	2.637	2.297	2.756	0.178	1.00e+00	0.00055	0.000	0.00015	0.000	0.07643	0.002	0.01306	0.002
634650	Gbp11	2	2	2.619	2.619	2.619	0.000	1.00e+00	0.00024	0.000	0.00005	0.000	0.04199	0.004	0.00398	0.004
100046095	Gm17771	2	2	2.619	2.619	2.619	0.000	1.00e+00	0.00087	0.000	0.00015	0.000	0.07735	0.024	0.01329	0.004
319776	Tmem72	8	8	2.619	2.619	2.619	0.000	1.00e+00	0.00034	0.000	0.00004	0.000	0.03003	0.011	0.00400	0.003
70952	Poteg	6	6	2.619	2.619	2.619	0.000	1.00e+00	0.00093	0.000	0.00016	0.000	0.08279	0.007	0.01422	0.001
100861986	LOC100861986	1	1	2.619	2.619	2.619	0.000	1.00e+00	0.00044	0.000	0.00015	0.000	0.07851	0.000	0.01349	0.000
381485	Trim55	3	4	2.619	2.619	2.619	0.000	1.00e+00	0.00189	0.000	0.00027	0.000	0.29331	0.117	0.02409	0.017
68970	Dcaf12	1	12	2.619	2.619	2.619	0.000	1.00e+00	0.00091	0.000	0.00016	0.000	0.08027	0.000	0.01379	0.000
75328	4930563D23Rik	4	4	2.619	2.619	2.619	0.000	1.00e+00	0.00051	0.000	0.00007	0.000	0.04520	0.003	0.00605	0.003
100043885	Gm4710	2	2	2.619	2.619	2.619	0.000	1.00e+00	0.00096	0.000	0.00021	0.000	0.10637	0.000	0.01827	0.000
78711	C630043D15Rik	1	1	2.619	2.619	2.619	0.000	1.00e+00	0.00237	0.000	0.00041	0.000	0.21024	0.000	0.03611	0.000
77376	C030013D06Rik	1	2	2.619	2.619	2.619	0.000	1.00e+00	0.00249	0.000	0.00043	0.000	0.22080	0.000	0.03792	0.000
78827	5830426C09Rik	1	1	2.619	2.619	2.619	0.000	1.00e+00	0.00039	0.000	0.00007	0.000	0.03441	0.000	0.00591	0.000
329877	Dennd4c	1	19	2.619	2.619	2.619	0.000	1.00e+00	0.00027	0.000	0.00007	0.000	0.03369	0.000	0.00579	0.000
619323	F730021E23Rik	1	1	2.619	2.619	2.619	0.000	1.00e+00	0.00064	0.000	0.00011	0.000	0.05629	0.000	0.00967	0.000
668558	Gm9241	1	1	2.619	2.619	2.619	0.000	1.00e+00	0.00083	0.000	0.00014	0.000	0.07349	0.000	0.01262	0.000
13409	Tmc1	5	6	2.619	2.619	2.619	0.000	1.00e+00	0.00030	0.000	0.00002	0.000	0.02654	0.006	0.00211	0.003
71304	Wbscr25	3	3	2.619	2.619	2.619	0.000	1.00e+00	0.00060	0.000	0.00004	0.000	0.05314	0.021	0.00346	0.005
319156	Hist1h4d	2	2	2.619	2.619	2.619	0.000	1.00e+00	0.00813	0.001	0.00140	0.000	0.72044	0.083	0.12374	0.014
78624	1700048G13Rik	1	1	2.619	2.619	2.619	0.000	1.00e+00	0.00608	0.000	0.00145	0.000	0.74363	0.000	0.12773	0.000
68810	Nexn	1	10	2.619	2.619	2.619	0.000	1.00e+00	0.00244	0.000	0.00042	0.000	0.21604	0.000	0.03711	0.000
76856	Catsper3	7	7	2.573	2.297	2.619	0.113	1.00e+00	0.00107	0.000	0.00019	0.000	0.09514	0.005	0.01688	0.001
328243	E230012P03	1	1	2.570	2.570	2.570	0.000	1.00e+00	0.00719	0.000	0.00128	0.000	0.63694	0.000	0.11318	0.000
73333	Slc25a31	4	4	2.569	2.519	2.619	0.050	1.00e+00	0.00146	0.000	0.00026	0.000	0.19760	0.019	0.03527	0.005
380787	A230065H16Rik	3	3	2.519	2.519	2.519	0.000	1.00e+00	0.00560	0.000	0.00111	0.000	0.53401	0.000	0.09828	0.000
624121	Gm6471	4	4	2.499	2.297	3.104	0.350	1.00e+00	0.00398	0.000	0.00072	0.000	0.45345	0.077	0.09001	0.029
791354	Gm9873	2	2	2.467	2.467	2.467	0.000	1.00e+00	0.00232	0.000	0.00044	0.000	0.20560	0.000	0.03924	0.000
26366	Ceacam10	3	3	2.467	2.467	2.467	0.000	1.00e+00	0.00218	0.000	0.00047	0.000	0.21731	0.003	0.04147	0.000
434825	LOC434825	2	2	2.467	2.467	2.467	0.000	1.00e+00	0.00129	0.000	0.00028	0.000	0.12830	0.000	0.02449	0.000
100306955	Snora43	1	1	2.467	2.467	2.467	0.000	1.00e+00	0.01832	0.000	0.00351	0.000	1.62261	0.000	0.30967	0.000
67968	Ooep	1	9	2.467	2.467	2.467	0.000	1.00e+00	0.00192	0.000	0.00037	0.000	0.16996	0.000	0.03244	0.000
100271704	Gm17660	3	3	2.461	1.619	2.882	0.595	1.00e+00	0.00087	0.000	0.00019	0.000	0.21050	0.110	0.03383	0.010
381544	Gm1661	7	10	2.442	1.528	3.882	0.739	1.00e+00	0.00569	0.000	0.00132	0.001	0.83555	0.067	0.17649	0.067
21957	Tnnt3	33	34	2.436	0.000	2.619	0.462	1.00e+00	0.00079	0.000	0.00025	0.000	0.12178	0.027	0.02244	0.007
14247	Fli1	1	7	2.412	2.412	2.412	0.000	1.00e+00	0.00422	0.000	0.00111	0.000	0.55977	0.000	0.11094	0.000
67317	1700022I11Rik	5	7	2.410	2.297	2.467	0.080	1.00e+00	0.00123	0.001	0.00008	0.000	0.11787	0.073	0.00694	0.006
69032	Lyzl4	4	4	2.354	2.104	3.104	0.433	1.00e+00	0.00182	0.001	0.00050	0.000	0.22540	0.081	0.04408	0.001
226075	Glis3	6	22	2.351	0.090	3.104	1.305	1.00e+00	0.00157	0.000	0.00030	0.000	0.16059	0.042	0.02927	0.036
110382	C8b	6	6	2.348	1.882	2.619	0.334	1.00e+00	0.00155	0.000	0.00037	0.000	0.15489	0.013	0.03247	0.006
19879	Slc22a8	9	9	2.336	2.109	3.619	0.475	2.00e-01	0.01003	0.001	0.00230	0.001	1.09906	0.120	0.24422	0.065
619289	Rfx8	5	5	2.322	1.997	3.297	0.563	1.00e+00	0.00148	0.000	0.00036	0.000	0.18539	0.048	0.03188	0.017
171382	Trpm8	7	7	2.315	0.000	3.997	1.655	1.00e+00	0.00063	0.000	0.00005	0.000	0.06213	0.044	0.00415	0.004
66404	2410001C21Rik	1	15	2.297	2.297	2.297	0.000	1.00e+00	0.00023	0.000	0.00005	0.000	0.02001	0.000	0.00430	0.000
100503353	Gm14440	1	1	2.297	2.297	2.297	0.000	1.00e+00	0.00017	0.000	0.00005	0.000	0.02964	0.000	0.00636	0.000
100043871	Gm4701	2	2	2.297	2.297	2.297	0.000	1.00e+00	0.00131	0.000	0.00028	0.000	0.11577	0.008	0.02486	0.002
73252	1600022D10Rik	1	1	2.297	2.297	2.297	0.000	1.00e+00	0.00072	0.000	0.00016	0.000	0.06417	0.000	0.01378	0.000
210373	A530095I07Rik	3	3	2.297	2.297	2.297	0.000	1.00e+00	0.00268	0.000	0.00058	0.000	0.23726	0.001	0.05094	0.000
74119	1200007C13Rik	1	1	2.297	2.297	2.297	0.000	1.00e+00	0.00046	0.000	0.00010	0.000	0.04083	0.000	0.00877	0.000
13999	Gm14288	1	1	2.297	2.297	2.297	0.000	1.00e+00	0.00017	0.000	0.00005	0.000	0.02963	0.000	0.00636	0.000
329972	Spata21	3	3	2.297	2.297	2.297	0.000	1.00e+00	0.00191	0.000	0.00039	0.000	0.19903	0.000	0.04273	0.000
278203	Spaca5	1	1	2.297	2.297	2.297	0.000	1.00e+00	0.00177	0.000	0.00038	0.000	0.15663	0.000	0.03363	0.000
76798	2410137F16Rik	1	8	2.297	2.297	2.297	0.000	1.00e+00	0.00251	0.000	0.00054	0.000	0.22226	0.000	0.04772	0.000
78335	2810030D12Rik	3	3	2.297	2.297	2.297	0.000	1.00e+00	0.00881	0.000	0.00190	0.000	0.78000	0.014	0.16747	0.003
211712	Pcdh9	1	9	2.297	2.297	2.297	0.000	1.00e+00	0.00280	0.000	0.00060	0.000	0.24782	0.000	0.05321	0.000
77746	9930120I10Rik	1	1	2.297	2.297	2.297	0.000	1.00e+00	0.00524	0.000	0.00113	0.000	0.46354	0.000	0.09953	0.000
330150	A830011I04	2	2	2.297	2.297	2.297	0.000	1.00e+00	0.00119	0.000	0.00026	0.000	0.10541	0.000	0.02263	0.000
100043335	Gm4371	1	1	2.297	2.297	2.297	0.000	1.00e+00	0.00070	0.000	0.00015	0.000	0.06226	0.000	0.01337	0.000
12962	Crybb3	1	14	2.297	2.297	2.297	0.000	1.00e+00	0.00294	0.000	0.00063	0.000	0.26037	0.000	0.05590	0.000
319620	C130045I22Rik	2	2	2.297	2.297	2.297	0.000	1.00e+00	0.00081	0.000	0.00018	0.000	0.07223	0.021	0.01551	0.004
73450	1700063J08Rik	1	1	2.297	2.297	2.297	0.000	1.00e+00	0.00217	0.000	0.00047	0.000	0.19203	0.000	0.04123	0.000
18766	Pkdrej	1	3	2.297	2.297	2.297	0.000	1.00e+00	0.00089	0.000	0.00019	0.000	0.07856	0.000	0.01687	0.000
73904	4833412C05Rik	2	2	2.297	2.297	2.297	0.000	1.00e+00	0.00115	0.000	0.00025	0.000	0.10222	0.010	0.02194	0.002
100039596	Tcf24	2	2	2.297	2.297	2.297	0.000	1.00e+00	0.00169	0.000	0.00049	0.000	0.20008	0.000	0.04296	0.000
791371	Gm9910	1	1	2.297	2.297	2.297	0.000	1.00e+00	0.00073	0.000	0.00016	0.000	0.06467	0.000	0.01389	0.000
624224	Clrn2	2	2	2.297	2.297	2.297	0.000	1.00e+00	0.00120	0.000	0.00026	0.000	0.10619	0.000	0.02280	0.000
235320	Zbtb16	1	6	2.297	2.297	2.297	0.000	1.00e+00	0.00202	0.000	0.00043	0.000	0.17868	0.000	0.03836	0.000
442823	A230085B16Rik	1	1	2.297	2.297	2.297	0.000	1.00e+00	0.00063	0.000	0.00014	0.000	0.05572	0.000	0.01196	0.000
77384	C030017D09Rik	3	3	2.297	2.297	2.297	0.000	1.00e+00	0.00086	0.000	0.00007	0.000	0.10860	0.000	0.02332	0.000
15562	Htr4	5	5	2.297	2.297	2.297	0.000	1.00e+00	0.00027	0.000	0.00004	0.000	0.02368	0.004	0.00371	0.002
100503818	Gm19911	2	2	2.297	2.297	2.297	0.000	1.00e+00	0.00039	0.000	0.00008	0.000	0.03468	0.000	0.00745	0.000
71333	5430408I23Rik	1	1	2.297	2.297	2.297	0.000	1.00e+00	0.00153	0.000	0.00033	0.000	0.13546	0.000	0.02908	0.000
78434	A930009K04Rik	1	1	2.297	2.297	2.297	0.000	1.00e+00	0.00464	0.000	0.00100	0.000	0.41082	0.000	0.08821	0.000
241850	Abhd16b	3	3	2.297	2.297	2.297	0.000	1.00e+00	0.00064	0.000	0.00014	0.000	0.05657	0.000	0.01215	0.000
654493	8030494B02Rik	1	1	2.297	2.297	2.297	0.000	1.00e+00	0.00026	0.000	0.00006	0.000	0.02342	0.000	0.00503	0.000
71840	Tekt4	3	3	2.297	2.297	2.297	0.000	1.00e+00	0.00106	0.000	0.00032	0.000	0.13086	0.000	0.02810	0.000
20917	Suclg2	1	11	2.297	2.297	2.297	0.000	1.00e+00	0.00059	0.000	0.00016	0.000	0.10431	0.000	0.02240	0.000
100861606	LOC100861606	1	1	2.297	2.297	2.297	0.000	1.00e+00	0.00114	0.000	0.00025	0.000	0.10115	0.000	0.02172	0.000
100504183	Gm11570	2	2	2.297	2.297	2.297	0.000	1.00e+00	0.00060	0.000	0.00013	0.000	0.05305	0.000	0.01139	0.000
433215	BC048609	2	2	2.297	2.297	2.297	0.000	1.00e+00	0.00233	0.000	0.00050	0.000	0.20622	0.020	0.04427	0.004
70735	6330403N20Rik	1	1	2.297	2.297	2.297	0.000	1.00e+00	0.00095	0.000	0.00021	0.000	0.08431	0.000	0.01810	0.000
70824	4921504P20Rik	1	1	2.297	2.297	2.297	0.000	1.00e+00	0.00084	0.000	0.00018	0.000	0.07420	0.000	0.01593	0.000
22018	Tpo	5	5	2.297	2.297	2.297	0.000	1.00e+00	0.00104	0.000	0.00006	0.000	0.10945	0.035	0.00506	0.010
100042827	Gm12052	1	1	2.297	2.297	2.297	0.000	1.00e+00	0.00121	0.000	0.00026	0.000	0.10744	0.000	0.02307	0.000
100503697	Gm19839	2	2	2.297	2.297	2.297	0.000	1.00e+00	0.00162	0.000	0.00018	0.000	0.21148	0.000	0.04541	0.000
208213	Tmem132c	2	11	2.297	2.297	2.297	0.000	1.00e+00	0.00169	0.000	0.00036	0.000	0.14984	0.000	0.03217	0.000
50709	Hist1h1e	1	2	2.297	2.297	2.297	0.000	1.00e+00	0.00151	0.000	0.00033	0.000	0.13401	0.000	0.02877	0.000
445267	Nphs1as	2	2	2.297	2.297	2.297	0.000	1.00e+00	0.00074	0.000	0.00018	0.000	0.07486	0.000	0.01607	0.000
75986	Agmat	4	4	2.259	1.882	2.384	0.218	1.00e+00	0.00270	0.000	0.00056	0.000	0.30103	0.020	0.06653	0.007
319229	Sctr	4	4	2.249	2.104	2.297	0.083	1.00e+00	0.00072	0.000	0.00026	0.000	0.10239	0.003	0.02272	0.001
320214	4932425I24Rik	7	9	2.237	0.000	3.297	1.361	1.00e+00	0.00036	0.000	0.00008	0.000	0.04585	0.028	0.00672	0.008
381337	Fam178b	10	14	2.236	1.297	2.882	0.575	1.00e+00	0.00114	0.000	0.00021	0.000	0.11093	0.047	0.01827	0.010
319742	Mpzl3	3	8	2.231	2.223	2.235	0.006	1.00e+00	0.00501	0.000	0.00084	0.000	0.68278	0.001	0.15342	0.001
100042588	Gm3916	3	3	2.223	2.223	2.223	0.000	1.00e+00	0.00784	0.000	0.00211	0.000	0.82475	0.003	0.18640	0.001
69442	1700023H06Rik	1	1	2.223	2.223	2.223	0.000	1.00e+00	0.00515	0.000	0.00117	0.000	0.45608	0.000	0.10308	0.000
77998	Grifin	3	3	2.215	1.882	2.882	0.471	1.00e+00	0.00243	0.000	0.00069	0.000	0.25787	0.015	0.06051	0.015
11815	Apod	15	15	2.211	1.611	3.666	0.431	3.83e-02	0.04045	0.012	0.00882	0.003	4.60701	1.328	1.12583	0.445
207667	Skor1	13	13	2.211	0.000	2.467	0.702	1.00e+00	0.00053	0.000	0.00010	0.000	0.05437	0.018	0.00915	0.005
104099	Itga9	1	13	2.204	2.204	2.204	0.000	1.00e+00	0.00144	0.000	0.00021	0.000	0.14923	0.000	0.03418	0.000
73874	4930419G24Rik	4	4	2.204	2.204	2.204	0.000	1.00e+00	0.00170	0.000	0.00028	0.000	0.35530	0.000	0.08137	0.000
320118	Fbxl13	10	11	2.186	0.000	2.619	0.764	1.00e+00	0.00034	0.000	0.00009	0.000	0.04111	0.015	0.00801	0.003
329159	9130227L01Rik	3	3	2.185	1.560	2.498	0.442	1.00e+00	0.00277	0.000	0.00068	0.000	0.26288	0.056	0.05957	0.004
241694	Ralgapa2	2	22	2.174	0.882	3.467	1.292	1.00e+00	0.00172	0.001	0.00036	0.000	0.23666	0.141	0.04537	0.009
676894	Gm9694	1	1	2.171	2.171	2.171	0.000	1.00e+00	0.00262	0.000	0.00062	0.000	0.23184	0.000	0.05430	0.000
17329	Cxcl9	10	10	2.161	2.034	2.223	0.072	1.00e+00	0.00250	0.001	0.00063	0.000	0.23406	0.084	0.05535	0.020
14460	Gata1	6	6	2.161	0.000	2.882	1.248	1.00e+00	0.00047	0.000	0.00006	0.000	0.07010	0.032	0.00578	0.006
329876	Gm12680	2	2	2.145	2.145	2.145	0.000	1.00e+00	0.00226	0.000	0.00064	0.000	0.23934	0.020	0.05709	0.005
66211	Rpl3l	7	7	2.135	2.013	2.171	0.051	4.45e-01	0.01686	0.001	0.00370	0.000	2.03033	0.113	0.48734	0.024
209588	Sectm1a	8	9	2.110	1.297	2.882	0.512	1.00e+00	0.00082	0.000	0.00011	0.000	0.08890	0.020	0.02176	0.005
73064	2900080M03Rik	1	1	2.104	2.104	2.104	0.000	1.00e+00	0.00342	0.000	0.00084	0.000	0.30297	0.000	0.07434	0.000
70203	2310061B05Rik	1	1	2.104	2.104	2.104	0.000	1.00e+00	0.00214	0.000	0.00053	0.000	0.18965	0.000	0.04653	0.000
433078	Gm5493	1	1	2.104	2.104	2.104	0.000	1.00e+00	0.00101	0.000	0.00025	0.000	0.08987	0.000	0.02205	0.000
77799	Sla2	1	8	2.104	2.104	2.104	0.000	1.00e+00	0.00153	0.000	0.00053	0.000	0.19006	0.000	0.04664	0.000
79235	Lrat	4	4	2.104	2.104	2.104	0.000	1.00e+00	0.00049	0.000	0.00005	0.000	0.04391	0.024	0.00402	0.004
69884	2010300F17Rik	5	5	2.104	2.104	2.104	0.000	1.00e+00	0.00112	0.000	0.00010	0.000	0.09937	0.037	0.01035	0.008
233168	AI987944	1	4	2.104	2.104	2.104	0.000	1.00e+00	0.00074	0.000	0.00018	0.000	0.15552	0.000	0.03816	0.000
330390	Gm765	2	2	2.104	2.104	2.104	0.000	1.00e+00	0.00151	0.000	0.00059	0.000	0.21238	0.000	0.05211	0.000
212712	Satb2	1	6	2.104	2.104	2.104	0.000	1.00e+00	0.00222	0.000	0.00077	0.000	0.38639	0.000	0.09481	0.000
790913	Gm11413	3	3	2.104	2.104	2.104	0.000	1.00e+00	0.00116	0.000	0.00033	0.000	0.12007	0.000	0.02946	0.000
77085	3010027C24Rik	1	1	2.104	2.104	2.104	0.000	1.00e+00	0.00378	0.000	0.00095	0.000	0.33997	0.000	0.08342	0.000
259051	Olfr658	3	3	2.104	2.104	2.104	0.000	1.00e+00	0.00068	0.000	0.00017	0.000	0.06024	0.000	0.01478	0.000
70948	Wdr20b	4	4	2.073	1.960	2.412	0.196	1.00e+00	0.00221	0.000	0.00057	0.000	0.19637	0.030	0.05062	0.013
320620	E430021H15Rik	3	3	2.071	1.297	2.619	0.563	1.00e+00	0.00034	0.000	0.00008	0.000	0.02956	0.007	0.00729	0.001
382003	Gm1698	4	4	2.062	1.367	2.756	0.695	1.00e+00	0.00195	0.000	0.00062	0.000	0.20596	0.022	0.06092	0.032
70961	4921532D01Rik	1	1	2.034	2.034	2.034	0.000	1.00e+00	0.00085	0.000	0.00033	0.000	0.13823	0.000	0.03561	0.000
78154	4930430O22Rik	2	2	2.034	2.034	2.034	0.000	1.00e+00	0.00527	0.000	0.00136	0.000	0.46668	0.002	0.12024	0.000
100040416	Gm10071	1	1	2.034	2.034	2.034	0.000	1.00e+00	0.00445	0.000	0.00115	0.000	0.39403	0.000	0.10152	0.000
237891	Gas2l2	3	3	2.033	1.997	2.052	0.026	1.00e+00	0.00291	0.000	0.00075	0.000	0.25757	0.002	0.06637	0.001
73335	1700047K16Rik	1	1	2.013	2.013	2.013	0.000	1.00e+00	0.00735	0.000	0.00193	0.000	0.65055	0.000	0.17004	0.000
18295	Ogn	8	8	2.011	1.619	2.619	0.258	1.00e+00	0.00162	0.001	0.00050	0.000	0.17074	0.038	0.04390	0.002
17973	Nck1	1	8	1.997	1.997	1.997	0.000	1.00e+00	0.00147	0.000	0.00026	0.000	0.18190	0.000	0.04807	0.000
11842	Arf3	1	9	1.997	1.997	1.997	0.000	1.00e+00	0.00517	0.000	0.00137	0.000	0.45756	0.000	0.12091	0.000
22293	Slc45a2	6	6	1.971	1.145	2.171	0.375	1.00e+00	0.00183	0.000	0.00051	0.000	0.17118	0.030	0.04520	0.003
66341	Eid3	6	6	1.969	1.297	2.104	0.301	1.00e+00	0.00150	0.000	0.00041	0.000	0.13312	0.007	0.03626	0.006
73106	Prss57	3	7	1.963	1.297	2.297	0.471	1.00e+00	0.00088	0.000	0.00030	0.000	0.10044	0.035	0.02667	0.007
100502624	Gm13483	4	4	1.958	1.619	2.297	0.339	1.00e+00	0.00172	0.001	0.00054	0.000	0.19920	0.092	0.04973	0.013
550619	Arid3c	7	7	1.954	0.882	2.428	0.455	1.27e-01	0.02273	0.007	0.00619	0.001	2.22995	0.655	0.57583	0.104
623273	Alms1-ps2	3	3	1.952	0.619	2.619	0.943	1.00e+00	0.00101	0.000	0.00025	0.000	0.08964	0.025	0.02480	0.009
242484	D630039A03Rik	5	5	1.910	1.712	1.960	0.099	1.00e+00	0.00193	0.000	0.00055	0.000	0.17089	0.005	0.04816	0.005
320082	Fbxw21	7	7	1.899	0.297	2.297	0.722	1.00e+00	0.00118	0.000	0.00030	0.000	0.11961	0.040	0.02635	0.015
73230	Bmper	1	5	1.882	1.882	1.882	0.000	1.00e+00	0.00053	0.000	0.00015	0.000	0.04652	0.000	0.01332	0.000
57390	Psors1c2	3	3	1.882	1.882	1.882	0.000	1.00e+00	0.00235	0.000	0.00087	0.000	0.26776	0.000	0.07665	0.000
74129	Dmgdh	3	3	1.882	1.882	1.882	0.000	1.00e+00	0.00038	0.000	0.00012	0.000	0.05042	0.000	0.01444	0.000
69579	2310034P14Rik	1	1	1.882	1.882	1.882	0.000	1.00e+00	0.00600	0.000	0.00172	0.000	0.53131	0.000	0.15210	0.000
234159	Gm4889	3	3	1.882	1.882	1.882	0.000	1.00e+00	0.00120	0.000	0.00004	0.000	0.11674	0.013	0.01279	0.018
